"advertiser_id","advertiser_name","advertisers_with_eligible_prices","arrival","best_price_amount","best_price_currency","best_price_eurocents","cheapest_price","city","construction_year","country","departure","distance_info","forecasted_price_amount","forecasted_price_eurocents","has_special_offer","highlights","hotel_category","hotel_id","hotel_name","latitude","longitude","review_count","star_rating","user_rating"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Tower Bridge","98","11416",,"The Lampery floral roof restaurant, Private balcony city views",,"100/98735","Apex City of London Hotel","51.51055908203125","-0.07952000200748444","15903","4","9.1"
,,"17","2026-09-19",,,,,"London",,,"2026-09-20","1.5 miles to City centre","180","20982",,"Mercer Roof Terrace views, Historic trading guild inspiration",,"100/8255534","Vintry & Mercer Hotel - Small Luxury Hotels of the World","51.511329650878906","-0.09385000169277191","5766","5","9.5"
,,"6","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Tower Bridge","69","8030",,"On-site Thyme restaurant, Historic London building setting",,"100/623706","Premier Inn London City - Tower Hill","51.51131820678711","-0.07167000323534012","9511","3","8.5"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","1.0 miles to Trafalgar Square","130","15178",,"Bloomsbury Group themed decor, Russell Square tube station access",,"100/3813808","Morton Hotel","51.52309036254883","-0.12574000656604767","2517","4","9.1"
,,"3","2026-09-19",,,,,"London",,,"2026-09-20","0.9 miles to City centre","170","19770",,"",,"100/48914910","Bertrand's Townhouse","51.51996994018555","-0.1236800029873848","164","4","9.8"
,,"20","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Tower Bridge","132","15311",,"Iconic Shard and skyline views, Authentic Italian dining at Piccolino",,"100/149079","Hilton London Tower Bridge","51.50455856323242","-0.08258000016212463","12972","4","9.0"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.2 miles to Hyde Park","52","6048",,"Flexible family accommodations, Victorian townhouse architecture",,"100/847021","Linden House Hotel","51.514400482177734","-0.17308999598026276","6457","3","6.9"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Tower Bridge","96","11198",,"Iconic Tower Bridge skyline views, Modern 24-hour fitness studio",,"100/1670405","DoubleTree by Hilton London - Tower of London","51.51087951660156","-0.07810000330209732","22438","4","8.5"
,,"16","2026-09-19",,,,,"Westminster",,,"2026-09-20","Westminster, 1.1 miles to London","294","34215",,"Personalized host service, Modern fitness studio",,"100/33007580","The BoTree London, Curio Collection by Hilton","51.51544952392578","-0.14883999526500702","2817","5","9.1"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Hyde Park","45","5204",,"On-site private parking, Victorian heritage architecture",,"100/18406","Orchard Hotel","51.51654815673828","-0.1708800047636032","4371","3","6.9"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Trafalgar Square","450","52369",,"Refuel Bar and Restaurant, Luxury wellness and beauty room",,"100/47727","The Soho Hotel","51.51398849487305","-0.13375000655651093","4962","5","9.5"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","2.1 miles to City centre","119","13855",,"Authentic Ayurvedic spa treatments, London Bridge transport links",,"100/6544172","The Lalit London","51.50310134887695","-0.07801999896764755","6674","5","9.0"
,,"8","2026-09-19",,,,,"London",,,"2026-09-20","1.4 miles to Trafalgar Square","71","8263",,"Family-friendly accommodation, Walkable cultural access",,"100/3799660","Premier Inn London St Pancras","51.528568267822266","-0.1268399953842163","16648","3","8.6"
,,"25","2026-09-19",,,,,"London",,,"2026-09-20","2.7 miles to City centre","66","7702",,"Tower Bridge city views, Oscar Wilde inspired design",,"100/26545320","Wilde Aparthotels, London, Aldgate Tower Bridge","51.51491928100586","-0.06491000205278397","6206","4","9.1"
,,"9","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Hyde Park","57","6581",,"Norfolk Square garden views, Communal rooftop terrace",,"100/81858","Falcon Hotel","51.51551818847656","-0.17350000143051147","2439","3","7.2"
,,"19","2026-09-19",,,,,"London","2004",,"2026-09-20","1.5 miles to Trafalgar Square","115","13426",,"Rooftop studios with private patios, Industrial heritage boutique concept",,"100/46869","Marrable's Farringdon Hotel","51.522708892822266","-0.10374999791383743","3157","4","8.7"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Hyde Park","133","15463",,"Refined Art Deco guest rooms, On-site fitness center",,"100/48166","Hilton London Paddington","51.515621185302734","-0.1757500022649765","15570","4","8.0"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Hyde Park","78","9038",,"Sussex Gardens greenery views, Traditional Victorian townhouse stay",,"100/18400","Olympic House Hotel","51.515560150146484","-0.17264999449253082","3736","3","7.5"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to Hyde Park","66","7683",,"Upper-floor city panoramas, On-site secure parking",,"100/47065","Copthorne Tara Hotel London Kensington","51.49850082397461","-0.1908400058746338","32690","4","7.5"
,,"11","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to City centre","417","48502",,"Hyde Park recreational activities, Green Park proximity",,"100/5442148","Park Lane Apartments - Clarges Street","51.506919860839844","-0.14539000391960144","1130","4","7.8"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.4 miles to Trafalgar Square","414","48180",,"Brasserie Max restaurant and bar, Kit Kemp's signature interior design",,"100/47181","Covent Garden Hotel","51.51456832885742","-0.1271200031042099","2690","5","9.5"
,,"16","2026-09-19",,,,,"London",,,"2026-09-20","0.6 miles to Hyde Park","53","6198",,"Hyde Park and Kensington Palace, Historic Victorian townhouse charm",,"100/1148894","Royal Park Hotel","51.513389587402344","-0.1863500028848648","4852","3","7.2"
,,"10","2026-09-19",,,,,"London",,,"2026-09-20","2.7 miles to City centre","55","6363",,"Boutique Shoreditch design concept, Bethnal Green transport links",,"100/42676642","Aimi Luxury Residence","51.52519989013672","-0.07124000042676926","127","4","8.2"
,,"13","2026-09-19",,,,,"London","1903",,"2026-09-20","0.8 miles to City centre","130","15168",,"Green Park tube station access, Quad rooms for families",,"100/8962230","Mayfair Residences","51.506710052490234","-0.14701999723911285","824","2","7.4"
,,"14","2026-09-19",,,,,"London",,,"2026-09-20","2.0 miles to City centre","99","11486",,"Family-friendly room options, Prime central London location",,"100/43687986","Líbere London Edgware Road","51.519290924072266","-0.16856999695301056","740","3","8.1"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","2.1 miles to City centre","97","11293",,"Oscar Wilde inspired boutique design, Premium wellness and fitness studio",,"100/26563446","Wilde Aparthotels, London, Paddington","51.519588470458984","-0.17332999408245087","11259","4","9.4"
,,"24","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Hyde Park","90","10466",,"Communal garden views, Victorian charm with modern flair",,"100/47691","Norfolk Towers Paddington Hotel","51.516300201416016","-0.17197999358177185","13174","4","8.0"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","2.0 miles to City centre","51","5951",,"Sussex Gardens street views, Hyde Park leisure access",,"100/8222176","White House Hotel","51.51628112792969","-0.17127999663352966","5562","3","6.8"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Hyde Park","59","6845",,"Sussex Gardens tree-lined views, Family-run Victorian townhouse",,"100/81680","Albro House Hotel","51.51483917236328","-0.17274999618530273","1996","2","7.5"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","2.2 miles to City centre","78","9070",,"Iconic Tower of London views, Curated art and design library",,"100/5925334","citizenM Tower of London","51.51021957397461","-0.0764399990439415","21227","4","8.9"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","0.7 miles to Hyde Park","87","10075",,"Heated indoor swimming pool, Gourmet Bar and Restaurant",,"100/900299","Novotel London Paddington","51.5190315246582","-0.18253999948501587","10022","4","8.4"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to Buckingham Palace","67","7747",,"Authentic Argentinian and Japanese dining, Chic Kensington and Chelsea base",,"100/149047","Chelsea Cloisters","51.49266052246094","-0.16714000701904297","15556","3","7.4"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.2 miles to Hyde Park","45","5192",,"Multi-guest family rooms, Private city view balconies",,"100/1216900","Lancaster Court Hotel","51.513980865478516","-0.17533999681472778","2924","3","6.4"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.9 miles to Trafalgar Square","164","19080",,"Exclusive Small Luxury Hotels membership, Inviting library and lounge spaces",,"100/47366","The Academy - Small Luxury Hotels of the World","51.52061080932617","-0.13075000047683716","3453","5","8.3"
,,"9","2026-09-19",,,,,"London",,,"2026-09-20","1.3 miles to City centre","206","23949",,"Boutique period building design, Victoria neighborhood location",,"100/19083140","The Warwick By Nestor","51.49126052856445","-0.14279000461101532","791","4","6.9"
,,"14","2026-09-19",,,,,"London","1900",,"2026-09-20","1.5 miles to Trafalgar Square","46","5331",,"Unique room murals, Proximity to cultural landmarks",,"100/47410","Central Hotel","51.529178619384766","-0.12391000241041183","6175","2","7.8"
,,"16","2026-09-19",,,,,"London","1867",,"2026-09-20","1.2 miles to Trafalgar Square","78","9136",,"Shared and ensuite room variety, Versatile family accommodations",,"100/106567","St Athans Hotel","51.52518844604492","-0.12639999389648438","4948","2","8.0"
,,"23","2026-09-19",,,,,"London","1973",,"2026-09-20","1.2 miles to Hyde Park","117","13633",,"24-hour high-spec fitness center, Unique two-story duplex family rooms",,"100/149060","Danubius Hotel Regents Park","51.529598236083984","-0.1687600016593933","10995","4","8.4"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Tower Bridge","106","12381",,"Rena health and leisure club, Mediterranean-inspired grill dining",,"100/1819741","Leonardo Royal Hotel London Tower Bridge","51.51177978515625","-0.07152000069618225","24126","4","8.7"
,,"22","2026-09-19",,,,,"London","2008",,"2026-09-20","0.5 miles to Buckingham Palace","97","11325",,"UNI Japanese restaurant, James Bond themed photography",,"100/46444","The Tophams Hotel","51.495731353759766","-0.14771999418735504","5301","4","6.4"
,,"14","2026-09-19",,,,,"London",,,"2026-09-20","1.0 miles to City centre","125","14591",,"The Idler restaurant and bar, Tranquil wellness center",,"100/41439500","The July London Victoria","51.494911193847656","-0.14124999940395355","1675","4","9.6"
,,"17","2026-09-19",,,,,"London","2006",,"2026-09-20","0.5 miles to Hyde Park","70","8188",,"Historic Bayswater building, Excellent transport connections",,"100/2075808","Smart Hyde Park View","51.51176834106445","-0.18292999267578125","14029","2","7.6"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to Trafalgar Square","52","6092",,"Prime central London location, Convenient self check-in process",,"100/925457","City Inn Russell Square","51.52547073364258","-0.1256999969482422","1875","3","6.7"
,,"16","2026-09-19",,,,,"London",,,"2026-09-20","2.2 miles to City centre","77","8922",,"Contemporary East End base, Modern 24-hour fitness center",,"100/34528488","Hampton By Hilton London Old Street","51.52885055541992","-0.09038999676704407","3475","3","8.5"
,,"14","2026-09-19",,,,,"London",,,"2026-09-20","2.0 miles to City centre","88","10203",,"Victorian townhouse heritage stay, Paddington Station proximity",,"100/9464786","The Darlington Hyde Park","51.51557922363281","-0.1713699996471405","6012","3","8.6"
,,"9","2026-09-19",,,,,"London",,,"2026-09-20","1.5 miles to City centre","60","6985",,"Southwark district central location, Shared bathroom facilities",,"100/37967968","Borough High Street Rooms","51.501190185546875","-0.09373000264167786","1270","3","8.6"
,,"2","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to City centre","86","9986",,"Boutique hotel experience, Migration Museum at The Workshop",,"100/48851878","The Prince Hotel Vauxhall Central London Riverside","51.490928649902344","-0.11710000038146973","350","3","8.0"
,,"3","2026-09-19",,,,,"London",,,"2026-09-20","1.3 miles to City centre","79","9194",,"Greenery-inspired decor, Compact, efficient room design",,"100/41501192","Four Points Flex by Sheraton London Euston","51.52648162841797","-0.12939000129699707","2569","2","7.7"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.2 miles to Hyde Park","60","7014",,"Deluxe rooms with Jacuzzi baths, Private balconies with garden views",,"100/1145927","Rhodes Hotel","51.513999938964844","-0.17417000234127045","6144","3","7.7"
,,"15","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to City centre","127","14805",,"High-spec tech and amenities, State-of-the-art fitness studio",,"100/36532470","Hyde London City","51.516258239746094","-0.10242000222206116","1356","4","9.0"
,,"21","2026-09-19",,,,,"London","1",,"2026-09-20","0.9 miles to Tower Bridge","104","12118",,"Mansion House transport links, Contemporary City of London apartments",,"100/903827","Marlin Apartments London City - Queen Street","51.51171112060547","-0.09297999739646912","4352","4","8.0"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Hyde Park","134","15628",,"Unique duplex suites, Modernized fitness center",,"100/2309968","DoubleTree by Hilton London - Marble Arch","51.51462173461914","-0.15658999979496002","5250","4","7.6"
,,"20","2026-09-19",,,,,"London","1999",,"2026-09-20","2.3 miles to Hyde Park","95","11045",,"Recently refurbished guest rooms, Camden Town transport links",,"100/47796","Holiday Inn London Camden Lock by IHG","51.54048156738281","-0.1460999995470047","11428","4","8.7"
,,"9","2026-09-19",,,,,"London",,,"2026-09-20","2.0 miles to City centre","67","7797",,"Panoramic Shard and Thames views, Seamless transport connections",,"100/7196242","hub by Premier Inn London Tower Bridge hotel","51.509368896484375","-0.08111000061035156","6719","3","8.8"
,,"23","2026-09-19",,,,,"London","1972",,"2026-09-20","0.5 miles to Hyde Park","152","17712",,"Upper floor skyline views, Convenient Paddington transport links",,"100/48152","London Marriott Hotel Marble Arch","51.51639938354492","-0.1638299971818924","6096","4","7.9"
,,"17","2026-09-19",,,,,"London",,,"2026-09-20","0.1 miles to Trafalgar Square","432","50275",,"Subterranean swimming pool with bar, Brumus Bar and Restaurant",,"100/158384","Haymarket Hotel, Firmdale Hotels","51.508331298828125","-0.13104000687599182","2955","5","9.6"
,,"20","2026-09-19",,,,,"London","2016",,"2026-09-20","2.1 miles to City centre","176","20504",,"Versace-tiled indoor swimming pool, Aviary rooftop terrace and restaurant",,"100/5611046","Montcalm Royal London House, Autograph Collection","51.521671295166016","-0.0855799987912178","17300","5","8.9"
,,"20","2026-09-19",,,,,"London",,,"2026-09-20","0.6 miles to Hyde Park","71","8255",,"Victorian townhouse conversion, Multi-line transport connectivity",,"100/18419","Comfort Inn Hyde Park","51.51097106933594","-0.18526999652385712","4261","3","7.2"
,,"16","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Hyde Park","40","4654",,"Wembley Stadium connection, Central Marylebone hub identity",,"100/149135","Travelodge London Central Marylebone","51.52210998535156","-0.16414999961853027","3548","3","7.2"
,,"20","2026-09-19",,,,,"London","1890",,"2026-09-20","1.1 miles to Hyde Park","144","16770",,"Marylebone neighborhood setting, Charming small library",,"100/46909","Hotel La Place","51.52151870727539","-0.15327000617980957","1635","4","7.9"
,,"19","2026-09-19",,,,,"London","1939",,"2026-09-20","1.2 miles to Hyde Park","73","8553",,"Family-friendly swimming facilities, Convenient on-site parking",,"100/46303","Holiday Inn London - Kensington High St. By Ihg","51.498809814453125","-0.19197000563144684","27201","4","7.8"
,,"21","2026-09-19",,,,,"London","1972",,"2026-09-20","0.6 miles to Hyde Park","64","7490",,"Basement-level luxury rooms, Queensway transport connections",,"100/47665","Central Park Hotel","51.51124954223633","-0.18538999557495117","23141","3","6.3"
,,"20","2026-09-19",,,,,"London","2012",,"2026-09-20","2.3 miles to Buckingham Palace","77","8968",,"Central London transport links, Battersea Park greenery access",,"100/2438503","Axiom Park Hotel","51.47438049316406","-0.15707999467849731","3919","4","6.7"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","2.1 miles to City centre","312","36343",,"Family-focused treasure hunts, Straits Kitchen Singaporean dining",,"100/24816356","Pan Pacific London","51.51642990112305","-0.08038000017404556","4599","5","9.6"
,,"21","2026-09-19",,,,,"London","1",,"2026-09-20","0.7 miles to Tower Bridge","102","11881",,"Refined Gaucho steakhouse dining, Modern 24-hour fitness center",,"100/47774","Club Quarters Hotel London City, London","51.51279830932617","-0.08479999750852585","6549","4","8.4"
,,"23","2026-09-19",,,,,"London","1900",,"2026-09-20","0.3 miles to Hyde Park","65","7597",,"Georgian-style building in quiet area, Family-friendly accommodations",,"100/18416","Nayland Hotel","51.51573181152344","-0.17242999374866486","7503","3","7.4"
,,"4","2026-09-19",,,,,"London",,,"2026-09-20","2.6 miles to City centre","65","7529",,"Chic West End boutique concept, Kensington Gardens proximity",,"100/28373228","NOX Hyde Park","51.513458251953125","-0.18751999735832214","7583","4","8.3"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","0.5 miles to Hyde Park","40","4709",,"Historic Georgian townhouse charm, Flexible multi-bed family rooms",,"100/82409","Marble Arch Inn","51.51511001586914","-0.16155000030994415","4633","2","6.4"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","1.3 miles to Trafalgar Square","75","8781",,"Euston Station transport hub access, Extensive basement fitness studio",,"100/2627686","The Wesley Euston","51.526641845703125","-0.13569000363349915","9210","4","7.7"
,,"6","2026-09-19",,,,,"London",,,"2026-09-20","1.7 miles to Tower Bridge","69","8036",,"Skyline views from Premier Plus rooms, Modern on-site bar and grill",,"100/2097608","Premier Inn London City - Old Street","51.527469635009766","-0.0876300036907196","11785","3","8.3"
,,"21","2026-09-19",,,,,"London","1920",,"2026-09-20","0.6 miles to Tower Bridge","105","12192",,"PureGym fitness access, Tower of London proximity",,"100/46551","The Chamberlain Hotel","51.512229919433594","-0.07568000257015228","8355","4","8.9"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","2.6 miles to City centre","65","7593",,"PocketSquare skyline bar and terrace, Authentic Sicilian dining at Sotto",,"100/23993806","Hyatt Place London City East","51.51694869995117","-0.06843999773263931","7021","4","8.7"
,,"16","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to Hyde Park","119","13845",,"Individually designed bespoke rooms, Indulgent spa suite hot tub",,"100/47114","The Exhibitionist Hotel","51.49477005004883","-0.17768999934196472","5981","5","8.6"
,,"1","2026-09-19",,,,,"London",,,"2026-09-20","0.4 miles to City centre","229","26636",,"Leicester Square Underground access, Fully equipped kitchen",,"100/23846532","West Street By Q Apartments","51.513328552246094","-0.12863999605178833","253","3","8.1"
,,"23","2026-09-19",,,,,"London","2019",,"2026-09-20","2.0 miles to City centre","89","10387",,"Vibrant British pub restaurant, Artistic rooms with quirky details",,"100/12503654","nhow London","51.52901840209961","-0.09678000211715698","6612","4","9.2"
,,"7","2026-09-19",,,,,"London",,,"2026-09-20","1.4 miles to City centre","78","9070",,"King's Cross neighborhood location, Georgian crescent architecture",,"100/38587532","Studios2Let Bloomsbury","51.52714157104492","-0.12761999666690826","17481","4","8.0"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","1.3 miles to Trafalgar Square","80","9293",,"Historic Georgian townhouse charm, Cartwright Gardens tennis access",,"100/81700","Mentone Hotel","51.52619171142578","-0.12669000029563904","5613","3","8.0"
,,"17","2026-09-19",,,,,"London",,,"2026-09-20","2.0 miles to City centre","169","19704",,"Heated rooftop infinity pool, Portuguese gastronomy at JOIA",,"100/31603920","art'otel London Battersea Power Station","51.48040008544922","-0.14459000527858734","6520","5","9.0"
,,"3","2026-09-19",,,,,"London","1996",,"2026-09-20","1.0 miles to Hyde Park","68","7869",,"Modern and contemporary design, Family-friendly accommodation options",,"100/630196","146 Studios","51.523780822753906","-0.1604200005531311","3509","4","7.1"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.9 miles to Hyde Park","194","22550",,"Quintessentially British charm, Access to nearby fitness facilities",,"100/149065","Durrants Hotel","51.518001556396484","-0.1532299965620041","3373","4","8.4"
,,"0","2026-09-19",,,,,"London",,,"2026-09-20","0.7 miles to City centre",,,,"",,"100/46970960","Westminster Apartments by D'Montrio","51.496910095214844","-0.13161000609397888","49","4","9.3"
,,"9","2026-09-19",,,,,"London",,,"2026-09-20","0.7 miles to Tower Bridge","69","8030",,"London Bridge transport links, Historic Anchor pub neighbor",,"100/1387918","Premier Inn London Southwark (Bankside)","51.507118225097656","-0.09299000352621078","4950","3","8.8"
,,"23","2026-09-19",,,,,"London","1900",,"2026-09-20","0.9 miles to Hyde Park","63","7329",,"Versatile family room configurations, Princes Square garden views",,"100/18388","Park Avenue Bayswater Inn Hyde Park","51.51271057128906","-0.19183999300003052","8090","4","7.3"
,,"0","2026-09-19",,,,,"London",,,"2026-09-20","1.6 miles to Tower Bridge",,,,"Budget-friendly central London accommodation, Hoxton Market area setting",,"100/630346","Alexander Fleming Halls of Residence","51.527198791503906","-0.08298999816179276","703","1","7.8"
,,"15","2026-09-19",,,,,"Hackney",,,"2026-09-20","Hackney, 3.8 miles to London","58","6804",,"Budget-friendly Hackney base, London Fields transport links",,"100/5143358","City Inn Express Hotel","51.53916931152344","-0.05610999837517738","676","2","6.1"
,,"10","2026-09-19",,,,,"London",,,"2026-09-20","1.9 miles to City centre","65","7569",,"Newly renovated rooms, Family-friendly quadruple rooms",,"100/42599174","Marina Hotel London","51.51805114746094","-0.1682099997997284","969","3","7.5"
,,"21","2026-09-19",,,,,"London","2017",,"2026-09-20","2.1 miles to City centre","61","7125",,"Customizable mood lighting, Creative Shoreditch district setting",,"100/6337722","Point A London Shoreditch","51.522579193115234","-0.0842600017786026","6776","3","8.2"
,,"22","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Hyde Park","218","25422",,"Spacious rooms with city views, Circular tower architecture",,"100/47656","The Park Tower Knightsbridge, a Luxury Collection Hotel, London","51.501678466796875","-0.1588200032711029","3766","5","8.0"
,,"1","2026-09-19",,,,,"London",,,"2026-09-20","0.6 miles to Buckingham Palace","218","25418",,"The Buttery cafe and restaurant, Individually designed rooms",,"100/108014","Room Mate Lime Tree","51.49335861206055","-0.149959996342659","1609","4","9.0"
,,"4","2026-09-19",,,,,"London",,,"2026-09-20","0.9 miles to City centre","197","22938",,"Georgian townhouse living experience, Bloomsbury literary district location",,"100/7119328","The Academy","51.520599365234375","-0.13062000274658203","1187","5","8.6"
,,"22","2026-09-19",,,,,"London","1959",,"2026-09-20","0.5 miles to Hyde Park","103","11954",,"Kensington Gardens parkland views, Modern British brasserie dining",,"100/48074","Thistle London Hyde Park Kensington Gardens","51.51082992553711","-0.18401999771595","10340","4","8.3"
,,"5","2026-09-19",,,,,"London",,,"2026-09-20","1.2 miles to Trafalgar Square","153","17820",,"Historic Georgian townhouse setting, Cartwright Gardens tennis courts",,"100/46812","Harlingford Hotel","51.52613830566406","-0.12610000371932983","2338","3","8.3"
,,"17","2026-09-19",,,,,"London",,,"2026-09-20","2.3 miles to City centre","137","15915",,"Convenient central London location, Daily continental breakfast",,"100/12122408","Three Falcons Hotel","51.524139404296875","-0.17464999854564667","2444","4","8.7"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.7 miles to Buckingham Palace","217","25208",,"Curated contemporary art collection, Retractable roof garden terrace",,"100/48071","The Hari","51.49732971191406","-0.1562100052833557","5112","5","9.3"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","0.7 miles to Buckingham Palace","80","9288",,"Victorian elegance and modern luxury, Family-friendly accommodation",,"100/14021","Mornington Victor Hotel London Belgravia","51.490718841552734","-0.1385200023651123","3501","4","7.4"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.2 miles to Hyde Park","80","9267",,"Short stroll to Hyde Park, Tranquil tree-lined setting",,"100/46765","Westpoint Hotel","51.51485824584961","-0.17383000254631042","4223","3","7.0"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Trafalgar Square","125","14593",,"Cherry-wood furnished rooms, Family-friendly triple rooms",,"100/149115","Staunton Hotel","51.52021026611328","-0.13037000596523285","3387","4","8.5"
,,"15","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Hyde Park","48","5622",,"Norfolk Square Gardens setting, Historic Victorian townhouse charm",,"100/1060830","St. David's Hotels","51.51594161987305","-0.17384999990463257","5721","2","7.9"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","1.3 miles to Trafalgar Square","75","8704",,"Historic Georgian crescent setting, Cartwright Gardens access",,"100/1476287","The Judd Hotel","51.526451110839844","-0.1272599995136261","5280","3","7.7"
,,"2","2026-09-19",,,,,"London","1920",,"2026-09-20","1.2 miles to Buckingham Palace","84","9719",,"Skyline views from upper floors, Convenient on-site private parking",,"100/2727004","Nell Gwynn Chelsea Accommodation","51.49235916137695","-0.16494999825954437","4276","4","7.3"
,,"13","2026-09-19",,,,,"London",,,"2026-09-20","0.3 miles to Hyde Park","49","5692",,"Variety of nearby dining options, 24-hour front desk assistance",,"100/84082","easyHotel Paddington","51.516780853271484","-0.17217999696731567","2201","2","6.4"
,,"18","2026-09-19",,,,,"London",,,"2026-09-20","0.4 miles to Buckingham Palace","285","33155",,"Sheraton Signature Sleep Experience, Modern fitness studio",,"100/118801","Sheraton Grand London Park Lane","51.505008697509766","-0.14723999798297882","5352","5","8.6"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","1.5 miles to City centre","151","17602",,"Live fire cooking at Decimo, Retro-futuristic interior design",,"100/15216032","The Standard London","51.529541015625","-0.12431000173091888","7189","5","8.9"
,,"23","2026-09-19",,,,,"London",,,"2026-09-20","0.9 miles to Hyde Park","139","16224",,"Individually themed luxury suites, Classic British gastronomy",,"100/47210","The Gore London - Starhotels Collezione","51.50022888183594","-0.1797100007534027","6488","4","8.8"
,,"12","2026-09-19",,,,,"London",,,"2026-09-20","0.2 miles to Hyde Park","74","8625",,"Talbot Square Gardens views, Victorian townhouse architecture",,"100/1622741","Abbey Court Hotel - Hyde Park","51.51483154296875","-0.17384999990463257","3431","3","7.1"
,,"19","2026-09-19",,,,,"London",,,"2026-09-20","2.3 miles to City centre","99","11533",,"Historic Tower of London views, Cento alla Torre Italian dining",,"100/17123634","Tower Suites by Blue Orchid","51.51047134399414","-0.07528000324964523","10171","5","8.9"
,,"15","2026-09-19",,,,,"London",,,"2026-09-20","0.2 miles to Hyde Park","56","6461",,"Flexible multi-person guestrooms, Traditional Victorian townhouse charm",,"100/81657","Columbus Hotel","51.515098571777344","-0.17228999733924866","3487","3","7.5"
,,"8","2026-09-19",,,,,"London",,,"2026-09-20","2.5 miles to City centre","41","4771",,"Innovative high-tech hub rooms, Quiet oasis near major transport",,"100/23940044","hub by Premier Inn London Shoreditch","51.522239685058594","-0.07470999658107758","2334","3","8.8"
,,"17","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Buckingham Palace","93","10822",,"Historic Victorian townhouse charm, Victoria Station transport links",,"100/46933","Blades Hotel","51.48950958251953","-0.13670000433921814","3009","3","8.2"
,,"1","2026-09-19",,,,,"London",,,"2026-09-20","0.8 miles to Tower Bridge","51","5934",,"Historic City of London setting, Proximity to iconic landmarks",,"100/2107438","Travelodge London Central Bank","51.51189041137695","-0.08901000022888184","1650","2","7.3"
,,"18","2026-09-19",,,,,"London","2017",,"2026-09-20","2.3 miles to City centre","94","10950",,"Jin Bo Law rooftop bar, The Cardinal Bar & Kitchen",,"100/7085666","Hotel Saint","51.51401901245117","-0.07575999945402145","13664","4","8.7"
,,"21","2026-09-19",,,,,"London",,,"2026-09-20","1.4 miles to Hyde Park","61","7085",,"Traditional Victorian townhouse charm, Versatile triple room options",,"100/18397","The Villa Kensington","51.493839263916016","-0.18584999442100525","3895","3","7.7"
,,"20","2026-09-19",,,,,"London",,,"2026-09-20","0.7 miles to Hyde Park","108","12596",,"Hyde Park and Kensington views, Cosmopolitan French dining at Aubaine",,"100/13859","Hilton London Hyde Park","51.51039123535156","-0.18750999867916107","5136","4","8.0"
